pm_id,issn,essn,last_author,pmc_id,title,source,impact_factor
3866907,0026-8925,,Baillie DL,,Genetic organization of the unc-22 IV gene and the adjacent region in Caenorhabditis elegans.,Mol Gen Genet,
3457235,0026-8925,,Cottrell DA,,The major gut esterase locus in the nematode Caenorhabditis elegans.,Mol Gen Genet,
3080734,0305-1048,1362-4962,Khosla M,PMC339470,Transcription of class III genes in cell-free extracts from the nematode Caenorhabditis elegans.,Nucleic Acids Res,19.16
3948601,0009-5915,,Goldstein P,,The synaptonemal complexes of Caenorhabditis elegans: the dominant him mutant mnT6 and pachytene karyotype analysis of the X-autosome translocation.,Chromosoma,2.919
3007276,0016-6731,,Bazzicalupo P,PMC1202757,Beta-glucuronidase mutants of the nematode Caenorhabditis elegans.,Genetics,4.402
3960722,0305-1048,1362-4962,Coulson AR,PMC339662,The rDNA of C. elegans: sequence and structure.,Nucleic Acids Res,19.16
3753901,0092-8674,,Horvitz HR,,Pattern formation during vulval development in C. elegans.,Cell,66.85
3949074,0012-1606,,Hirsh D,,Two loci required for cytoplasmic organization in early embryos of Caenorhabditis elegans.,Dev Biol,3.148
3955651,0092-8674,,Horvitz HR,,Genetic control of programmed cell death in the nematode C. elegans.,Cell,66.85
3735423,0022-2836,,Blumenthal T,,Characterization of regions of the Caenorhabditis elegans X chromosome containing vitellogenin genes.,J Mol Biol,6.151
3868944,0077-8923,,Jefferson R,,Structure and expression of the collagen genes of C. elegans.,Ann N Y Acad Sci,6.499
2422655,0027-8424,1091-6490,Karn J,PMC323285,Immunological identification of the genes encoding the four myosin heavy chain isoforms of Caenorhabditis elegans.,Proc Natl Acad Sci U S A,12.779
3010313,0027-8424,1091-6490,Waterston RH,PMC323342,Molecular cloning of the muscle gene unc-22 in Caenorhabditis elegans by Tc1 transposon tagging.,Proc Natl Acad Sci U S A,12.779
3517007,0021-9525,1540-8140,Ward S,PMC2114225,Membrane and cytoplasmic proteins are transported in the same organelle complex during nematode spermatogenesis.,J Cell Biol,8.077
3868503,0091-7451,,Jefferson R,,Genes affecting early development in Caenorhabditis elegans.,Cold Spring Harb Symp Quant Biol,
3868495,0091-7451,,Donahue L,,Aspects of dosage compensation and sex determination in Caenorhabditis elegans.,Cold Spring Harb Symp Quant Biol,
3023903,0270-7306,1098-5549,Rose AM,PMC367707,Somatic excision of transposable element Tc1 from the Bristol genome of Caenorhabditis elegans.,Mol Cell Biol,5.069
3710144,0016-6731,,Horvitz HR,PMC1202801,A visible allele of the muscle gene sup-10X of C. elegans.,Genetics,4.402
3793776,0021-9533,,Goldstein P,,The synaptonemal complexes of Caenorhabditis elegans: pachytene karyotype analysis of hermaphrodites from the recessive him-5 and him-7 mutants.,J Cell Sci,5.235
3732788,0016-6731,,Edgar RS,PMC1202859,Genetic studies of unusual loci that affect body shape of the nematode Caenorhabditis elegans and may code for cuticle structural proteins.,Genetics,4.402
3783700,0022-2836,,Brenner S,,A novel calmodulin-like gene from the nematode Caenorhabditis elegans.,J Mol Biol,6.151
3731276,0092-8674,,Kenyon C,,A gene involved in the development of the posterior body region of C. elegans.,Cell,66.85
3744028,0016-6731,,Horvitz HR,PMC1202915,Mutations with dominant effects on the behavior and morphology of the nematode Caenorhabditis elegans.,Genetics,4.402
3744029,0016-6731,,Horvitz HR,PMC1202916,C. elegans unc-105 mutations affect muscle and are suppressed by other mutations that affect muscle.,Genetics,4.402
3019494,0008-4093,,Honda BM,,Genetic mapping of the 5S rRNA gene cluster of the nematode Caenorhabditis elegans.,Can J Genet Cytol,
3023964,0270-7306,1098-5549,Candido EP,PMC367048,Efficient transcription of a Caenorhabditis elegans heat shock gene pair in mouse fibroblasts is dependent on multiple promoter elements which can function bidirectionally.,Mol Cell Biol,5.069
3770465,0016-6731,,Hodgkin J,PMC1202928,Sex determination in the nematode C. elegans: analysis of tra-3 suppressors and characterization of fem genes.,Genetics,4.402
3770471,0016-6731,,Doniach T,PMC1202941,Activity of the sex-determining gene tra-2 is modulated to allow spermatogenesis in the C. elegans hermaphrodite.,Genetics,4.402
3745277,0021-9525,1540-8140,Mackinnon LA,PMC2114276,The alteration of myosin isoform compartmentation in specific mutants of Caenorhabditis elegans.,J Cell Biol,8.077
3748820,0305-1048,1362-4962,Hammen RF,PMC311675,Caenorhabditis elegans DNA does not contain 5-methylcytosine at any time during development or aging.,Nucleic Acids Res,19.16
3743895,0012-1606,,Hirsh DI,,Caenorhabditis elegans morphogenesis: the role of the cytoskeleton in elongation of the embryo.,Dev Biol,3.148
3017958,0021-9258,,Candido EP,,"Structure, expression, and evolution of a heat shock gene locus in Caenorhabditis elegans that is flanked by repetitive elements.",J Biol Chem,
2428682,0012-1606,,Culotti JG,,Mutant sensory cilia in the nematode Caenorhabditis elegans.,Dev Biol,3.148
16453714,0261-4189,1460-2075,Fire A,PMC1167168,Integrative transformation of Caenorhabditis elegans.,EMBO J,14.012
3625110,0022-0752,,Strome S,,Asymmetric movements of cytoplasmic components in Caenorhabditis elegans zygotes.,J Embryol Exp Morphol,
3779843,0092-8674,,Casson LP,,Caenorhabditis elegans compensates for the difference in X chromosome dosage between the sexes by regulating transcript levels.,Cell,66.85
3295256,0022-2836,,Hirsh D,,Expression of chimeric genes in Caenorhabditis elegans.,J Mol Biol,6.151
3557107,0016-6731,,Kimble J,PMC1203045,"Gain-of-function mutations of fem-3, a sex-determination gene in Caenorhabditis elegans.",Genetics,4.402
3791412,0092-8674,,Meyer BJ,,sdc-1: a link between sex determination and dosage compensation in C. elegans.,Cell,66.85
3026481,0006-3002,,Hecht RM,,"The glyceraldehyde-3-phosphate dehydrogenase gene family in the nematode, Caenorhabditis elegans: isolation and characterization of one of the genes.",Biochim Biophys Acta,
3807894,0026-895X,,Wu C,,"The levamisole receptor, a cholinergic receptor of the nematode Caenorhabditis elegans.",Mol Pharmacol,4.054
2882468,0305-1048,1362-4962,Priess J,PMC340635,Correlation of the physical and genetic maps in the lin-12 region of Caenorhabditis elegans.,Nucleic Acids Res,19.16
2881214,0028-0836,,Horvitz HR,,A genetic pathway for the specification of the vulval cell lineages of Caenorhabditis elegans.,Nature,69.504
3576211,0036-8075,,Meneely PM,,Genetic analysis of halothane sensitivity in Caenorhabditis elegans.,Science,63.714
3308930,0021-9533,,Davis FM,,Conditional absence of mitosis-specific antigens in a temperature-sensitive embryonic-arrest mutant of Caenorhabditis elegans.,J Cell Sci,5.235
3568128,0092-8674,,McGhee JD,,Parental DNA strands segregate randomly during embryonic development of Caenorhabditis elegans.,Cell,66.85
3588308,0305-1048,1362-4962,Candido EP,PMC340778,"Expression of intron-containing C. elegans heat shock genes in mouse cells demonstrates divergence of 3' splice site recognition sequences between nematodes and vertebrates, and an inhibitory effect of heat shock on the mammalian splicing apparatus.",Nucleic Acids Res,19.16
3596232,0016-6723,0016-6723,Hartman PS,,Caffeine-resistant mutants of Caenorhabditis elegans.,Genet Res,1.375
3678829,0890-9369,,Horvitz HR,,The lin-14 locus of Caenorhabditis elegans controls the time of expression of specific postembryonic developmental events.,Genes Dev,12.89
3581169,0092-8674,1097-4172,Hirsh D,PMC7133374,A trans-spliced leader sequence on actin mRNA in C. elegans.,Cell,66.85
3656446,0022-2836,,Childs G,,Molecular characterization of the histone gene family of Caenorhabditis elegans.,J Mol Biol,6.151
3609740,0831-2796,,Rose AM,,The effect of gamma radiation on recombination frequency in Caenorhabditis elegans.,Genome,2.449
3609726,0016-6731,,Herman RK,PMC1203149,Mosaic analysis of two genes that affect nervous system structure in Caenorhabditis elegans.,Genetics,4.402
3037542,0027-8424,1091-6490,Wood WB,PMC298848,Isolation and characterization of a nematode transposable element from Panagrellus redivivus.,Proc Natl Acad Sci U S A,12.779
3039378,0028-0836,,Anderson P,,Activation of a transposable element in the germ line but not the soma of Caenorhabditis elegans.,Nature,69.504
3666440,0016-6731,,Wood WB,PMC1203184,Genetic analysis of X-chromosome dosage compensation in Caenorhabditis elegans.,Genetics,4.402
3668616,0270-6474,1529-2401,McGee T,PMC6569184,Cholinergic receptor mutants of the nematode Caenorhabditis elegans.,J Neurosci,6.709
3428597,0890-9369,,Hodgkin J,,"A genetic analysis of the sex-determining gene, tra-1, in the nematode Caenorhabditis elegans.",Genes Dev,12.89
3423121,0031-8655,,Rupert CS,,"UV photobiology of the nematode Caenorhabditis elegans: action spectra, absence of photoreactivation and effects of caffeine.",Photochem Photobiol,3.521
2959372,0092-8674,,McIntosh JR,,Identification of a microtubule-based cytoplasmic motor in the nematode C. elegans.,Cell,66.85
3692138,0016-6731,,Herman DL,PMC1203222,Genetic analysis of adult-specific surface antigenic differences between varieties of the nematode Caenorhabditis elegans.,Genetics,4.402
3478715,0027-8424,1091-6490,Wood WB,PMC299347,Molecular analysis of X chromosome dosage compensation in Caenorhabditis elegans.,Proc Natl Acad Sci U S A,12.779
3681298,0022-3042,,Kuno S,,Mutations affecting acetylcholine levels in the nematode Caenorhabditis elegans.,J Neurochem,5.546
3431155,0047-6374,,Curis M,,Age-related changes in the meiotic chromosomes of the nematode Caenorhabditis elegans.,Mech Ageing Dev,5.498
20501178,0197-0186,,Kuno S,,Choline acetyltransferase from a temperature-sensitive mutant of caenorhabditis elegans.,Neurochem Int,4.297
3677168,0092-8674,,Kimble J,,glp-1 is required in the germ line for regulation of the decision between mitosis and meiosis in C. elegans.,Cell,66.85
3677169,0092-8674,,Schnabel R,,The glp-1 locus and cellular interactions in early C. elegans embryos.,Cell,66.85
3680373,0021-9525,1540-8140,White JG,PMC2114830,Determination of cell division axes in the early embryogenesis of Caenorhabditis elegans.,J Cell Biol,8.077
3428573,0016-6731,,Meyer BJ,PMC1203239,Assessment of X chromosome dosage compensation in Caenorhabditis elegans by phenotypic analysis of lin-14.,Genetics,4.402
2827106,0305-1048,1362-4962,Plasterk RH,PMC306555,Differences between Tc1 elements from the C. elegans strain Bergerac.,Nucleic Acids Res,19.16
3320053,0021-9525,1540-8140,Epstein HF,PMC2114684,Immunochemical localization of myosin heavy chain isoforms and paramyosin in developmentally and structurally diverse muscle cell types of the nematode Caenorhabditis elegans.,J Cell Biol,8.077
3690660,0092-8674,1097-4172,Horvitz HR,PMC3773210,A cell that dies during wild-type C. elegans development can function as a neuron in a ced-3 mutant.,Cell,66.85
8608931,0016-6731,,Baillie DL,PMC1203265,Genetic organization of the unc-60 region in Caenorhabditis elegans.,Genetics,4.402
8608933,0016-6731,,Riddle DL,PMC1203267,"A Caenorhabditis elegans RNA polymerase II gene, ama-1 IV, and nearby essential genes.",Genetics,4.402
8608934,0016-6731,,Johnson TE,PMC1203268,A mutation in the age-1 gene in Caenorhabditis elegans lengthens life and reduces hermaphrodite fertility.,Genetics,4.402
3351915,0022-2836,,Hogan E,,Genomic organization of major sperm protein genes and pseudogenes in the nematode Caenorhabditis elegans.,J Mol Biol,6.151
2451024,0022-2836,,Ward S,,Conservation in the 5' flanking sequences of transcribed members of the Caenorhabditis elegans major sperm protein gene family.,J Mol Biol,6.151
3340848,0036-8075,,Chalfie M,,Cell-cell interactions in the guidance of late-developing neurons in Caenorhabditis elegans.,Science,63.714
2829205,0027-8424,1091-6490,Waterston RH,PMC279655,Transposable element Tc1 of Caenorhabditis elegans recognizes specific target sequences for integration.,Proc Natl Acad Sci U S A,12.779
2832734,0270-7306,1098-5549,Anderson P,PMC363199,Insertion and excision of Caenorhabditis elegans transposable element Tc1.,Mol Cell Biol,5.069
3503722,0950-1991,,Hodgkin J,,Primary sex determination in the nematode C. elegans.,Development,6.862
2829031,0028-0836,,Waterston RH,,Transposon-induced deletions in unc-22 of C. elegans associated with almost normal gene activity.,Nature,69.504
2833427,0890-9369,,Waterston RH,,Identification and intracellular localization of the unc-22 gene product of Caenorhabditis elegans.,Genes Dev,12.89
3345562,0092-8674,,Cheng NS,,Identification of genes required for cytoplasmic localization in early C. elegans embryos.,Cell,66.85
3350212,0012-1606,,Riddle DL,,Mutants of Caenorhabditis elegans that form dauer-like larvae.,Dev Biol,3.148
3396865,0016-6731,,Kimble J,PMC1203344,"fog-2, a germ-line-specific sex determination gene required for hermaphrodite spermatogenesis in Caenorhabditis elegans.",Genetics,4.402
3272166,0896-6273,,Russell RL,,The acetylcholinesterase genes of C. elegans: identification of a third gene (ace-3) and mosaic mapping of a synthetic lethal phenotype.,Neuron,18.688
3396868,0016-6731,,Baillie DL,PMC1203417,The unc-22(IV) region of Caenorhabditis elegans: genetic analysis of lethal mutations.,Genetics,4.402
3396869,0016-6731,,Conklin DS,PMC1203418,Identification of a putative structural gene for cathepsin D in Caenorhabditis elegans.,Genetics,4.402
3396870,0016-6731,,Nordstrom KD,PMC1203419,X chromosome duplications affect a region of the chromosome they do not duplicate in Caenorhabditis elegans.,Genetics,4.402
3384852,0021-9525,1540-8140,Ortiz I,PMC2115133,Purified thick filaments from the nematode Caenorhabditis elegans: evidence for multiple proteins associated with core structures.,J Cell Biol,8.077
2898300,0092-8674,,Chalfie M,,"mec-3, a homeobox-containing gene that specifies differentiation of the touch receptor neurons in C. elegans.",Cell,66.85
3384333,0890-9369,,Kimble J,,"Molecular cloning and transcript analysis of fem-3, a sex-determination gene in Caenorhabditis elegans.",Genes Dev,12.89
3246219,0950-1991,,Wood WB,,Mutant expression of male copulatory bursa surface markers in Caenorhabditis elegans.,Development,6.862
2900611,0003-3022,,Cascorbi HF,,The effect of two genes on anesthetic response in the nematode Caenorhabditis elegans.,Anesthesiology,8.986
3221861,0270-7306,1098-5549,Waterston RH,PMC365418,Differential expression of five tRNA(UAGTrp) amber suppressors in Caenorhabditis elegans.,Mol Cell Biol,5.069
3221864,0270-7306,1098-5549,Anderson P,PMC365432,Structures of spontaneous deletions in Caenorhabditis elegans.,Mol Cell Biol,5.069
3045566,0028-0836,,Kohara Y,,Genome linking with yeast artificial chromosomes.,Nature,69.504
3220248,0016-6731,,Horvitz HR,PMC1203486,A novel dominant transformer allele of the sex-determining gene her-1 of Caenorhabditis elegans.,Genetics,4.402
3419443,0027-5107,,Baillie DL,,Formaldehyde mutagenesis of the eT1 balanced region in Caenorhabditis elegans: dose-response curve and the analysis of mutational events.,Mutat Res,3.151
2848746,0016-6731,,Waterston RH,PMC1203519,Analysis of a mutator activity necessary for germline transposition and excision of Tc1 transposable elements in Caenorhabditis elegans.,Genetics,4.402
3197954,0016-6731,,Riddle DL,PMC1203520,Lethal and amanitin-resistance mutations in the Caenorhabditis elegans ama-1 and ama-2 genes.,Genetics,4.402
3197955,0016-6731,,Riddle DL,PMC1203521,"Fine-structure genetics of ama-1, an essential gene encoding the amanitin-binding subunit of RNA polymerase II in Caenorhabditis elegans.",Genetics,4.402
3197956,0016-6731,,Ward S,PMC1203522,Developmental genetics of chromosome I spermatogenesis-defective mutants in the nematode Caenorhabditis elegans.,Genetics,4.402
3046751,0092-8674,,Hodgkin J,,"mab-3, a gene required for sex-specific yolk protein expression and a male-specific lineage in C. elegans.",Cell,66.85
