Go_Id,Category,Term
GO:0006641,Biological_process,triglyceride metabolic process
GO:0006643,Biological_process,membrane lipid metabolic process
GO:0006644,Biological_process,phospholipid metabolic process
GO:0006646,Biological_process,phosphatidylethanolamine biosynthetic process
GO:0006654,Biological_process,phosphatidic acid biosynthetic process
GO:0006655,Biological_process,phosphatidylglycerol biosynthetic process
GO:0006656,Biological_process,phosphatidylcholine biosynthetic process
GO:0006657,Biological_process,CDP-choline pathway
GO:0006659,Biological_process,phosphatidylserine biosynthetic process
GO:0006660,Biological_process,phosphatidylserine catabolic process
GO:0006661,Biological_process,phosphatidylinositol biosynthetic process
GO:0006664,Biological_process,glycolipid metabolic process
GO:0006665,Biological_process,sphingolipid metabolic process
GO:0006666,Biological_process,3-keto-sphinganine metabolic process
GO:0006672,Biological_process,ceramide metabolic process
GO:0006679,Biological_process,glucosylceramide biosynthetic process
GO:0006680,Biological_process,glucosylceramide catabolic process
GO:0006683,Biological_process,galactosylceramide catabolic process
GO:0006684,Biological_process,sphingomyelin metabolic process
GO:0006685,Biological_process,sphingomyelin catabolic process
GO:0006686,Biological_process,sphingomyelin biosynthetic process
GO:0006688,Biological_process,glycosphingolipid biosynthetic process
GO:0006689,Biological_process,ganglioside catabolic process
GO:0006693,Biological_process,prostaglandin metabolic process
GO:0006694,Biological_process,steroid biosynthetic process
GO:0006695,Biological_process,cholesterol biosynthetic process
GO:0006702,Biological_process,androgen biosynthetic process
GO:0006706,Biological_process,steroid catabolic process
GO:0006720,Biological_process,isoprenoid metabolic process
GO:0006725,Biological_process,cellular aromatic compound metabolic process
GO:0006729,Biological_process,tetrahydrobiopterin biosynthetic process
GO:0006730,Biological_process,one-carbon metabolic process
GO:0006734,Biological_process,NADH metabolic process
GO:0006739,Biological_process,NADP metabolic process
GO:0006740,Biological_process,NADPH regeneration
GO:0006741,Biological_process,NADP biosynthetic process
GO:0006742,Biological_process,NADP catabolic process
GO:0006744,Biological_process,ubiquinone biosynthetic process
GO:0006747,Biological_process,FAD biosynthetic process
GO:0006749,Biological_process,glutathione metabolic process
GO:0006750,Biological_process,glutathione biosynthetic process
GO:0006751,Biological_process,glutathione catabolic process
GO:0006753,Biological_process,nucleoside phosphate metabolic process
GO:0006754,Biological_process,ATP biosynthetic process
GO:0006769,Biological_process,nicotinamide metabolic process
GO:0006771,Biological_process,riboflavin metabolic process
GO:0006772,Biological_process,thiamine metabolic process
GO:0006777,Biological_process,Mo-molybdopterin cofactor biosynthetic process
GO:0006783,Biological_process,heme biosynthetic process
GO:0006784,Biological_process,heme A biosynthetic process
GO:0006790,Biological_process,sulfur compound metabolic process
GO:0006796,Biological_process,phosphate-containing compound metabolic process
GO:0006801,Biological_process,superoxide metabolic process
GO:0006805,Biological_process,xenobiotic metabolic process
GO:0006807,Biological_process,nitrogen compound metabolic process
GO:0006811,Biological_process,monoatomic ion transport
GO:0006812,Biological_process,monoatomic cation transport
GO:0006813,Biological_process,potassium ion transport
GO:0006814,Biological_process,sodium ion transport
GO:0006816,Biological_process,calcium ion transport
GO:0006817,Biological_process,phosphate ion transport
GO:0006820,Biological_process,monoatomic anion transport
GO:0006821,Biological_process,chloride transport
GO:0006825,Biological_process,copper ion transport
GO:0006826,Biological_process,iron ion transport
GO:0006828,Biological_process,manganese ion transport
GO:0006829,Biological_process,zinc ion transport
GO:0006833,Biological_process,water transport
GO:0006836,Biological_process,neurotransmitter transport
GO:0006837,Biological_process,serotonin transport
GO:0006839,Biological_process,mitochondrial transport
GO:0006843,Biological_process,mitochondrial citrate transmembrane transport
GO:0006850,Biological_process,mitochondrial pyruvate transmembrane transport
GO:0006851,Biological_process,mitochondrial calcium ion transmembrane transport
GO:0006857,Biological_process,oligopeptide transport
GO:0006862,Biological_process,nucleotide transport
GO:0006865,Biological_process,amino acid transport
GO:0006868,Biological_process,glutamine transport
GO:0006869,Biological_process,lipid transport
GO:0006874,Biological_process,intracellular calcium ion homeostasis
GO:0006878,Biological_process,intracellular copper ion homeostasis
GO:0006879,Biological_process,intracellular iron ion homeostasis
GO:0006880,Biological_process,intracellular sequestering of iron ion
GO:0006882,Biological_process,intracellular zinc ion homeostasis
GO:0006883,Biological_process,intracellular sodium ion homeostasis
GO:0006884,Biological_process,cell volume homeostasis
GO:0006885,Biological_process,regulation of pH
GO:0006886,Biological_process,intracellular protein transport
GO:0006887,Biological_process,exocytosis
GO:0006888,Biological_process,endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0006890,Biological_process,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
GO:0006891,Biological_process,intra-Golgi vesicle-mediated transport
GO:0006892,Biological_process,post-Golgi vesicle-mediated transport
GO:0006893,Biological_process,Golgi to plasma membrane transport
GO:0006895,Biological_process,Golgi to endosome transport
GO:0006896,Biological_process,Golgi to vacuole transport
GO:0006897,Biological_process,endocytosis
GO:0006898,Biological_process,receptor-mediated endocytosis
GO:0006900,Biological_process,vesicle budding from membrane
GO:0006903,Biological_process,vesicle targeting
GO:0006904,Biological_process,vesicle docking involved in exocytosis
GO:0006906,Biological_process,vesicle fusion
GO:0006907,Biological_process,pinocytosis
GO:0006909,Biological_process,phagocytosis
GO:0006911,Biological_process,"phagocytosis, engulfment"
GO:0006913,Biological_process,nucleocytoplasmic transport
GO:0006914,Biological_process,autophagy
GO:0006915,Biological_process,apoptotic process
GO:0006919,Biological_process,activation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0006935,Biological_process,chemotaxis
GO:0006936,Biological_process,muscle contraction
GO:0006937,Biological_process,regulation of muscle contraction
GO:0006939,Biological_process,smooth muscle contraction
GO:0006942,Biological_process,regulation of striated muscle contraction
GO:0006949,Biological_process,syncytium formation
GO:0006950,Biological_process,response to stress
GO:0006952,Biological_process,defense response
GO:0006954,Biological_process,inflammatory response
GO:0006955,Biological_process,immune response
GO:0006970,Biological_process,response to osmotic stress
GO:0006972,Biological_process,hyperosmotic response
GO:0006973,Biological_process,intracellular accumulation of glycerol
GO:0006974,Biological_process,DNA damage response
GO:0006979,Biological_process,response to oxidative stress
GO:0006986,Biological_process,response to unfolded protein
GO:0006995,Biological_process,cellular response to nitrogen starvation
GO:0006996,Biological_process,organelle organization
GO:0006997,Biological_process,nucleus organization
GO:0006998,Biological_process,nuclear envelope organization
GO:0006999,Biological_process,nuclear pore organization
GO:0007004,Biological_process,telomere maintenance via telomerase
GO:0007005,Biological_process,mitochondrion organization
GO:0007007,Biological_process,inner mitochondrial membrane organization
GO:0007009,Biological_process,plasma membrane organization
GO:0007010,Biological_process,cytoskeleton organization
GO:0007015,Biological_process,actin filament organization
GO:0007017,Biological_process,microtubule-based process
GO:0007018,Biological_process,microtubule-based movement
GO:0007019,Biological_process,microtubule depolymerization
GO:0007020,Biological_process,microtubule nucleation
GO:0007021,Biological_process,tubulin complex assembly
GO:0007023,Biological_process,post-chaperonin tubulin folding pathway
GO:0007026,Biological_process,negative regulation of microtubule depolymerization
GO:0007029,Biological_process,endoplasmic reticulum organization
GO:0007030,Biological_process,Golgi organization
GO:0007031,Biological_process,peroxisome organization
GO:0007032,Biological_process,endosome organization
GO:0007033,Biological_process,vacuole organization
GO:0007034,Biological_process,vacuolar transport
GO:0007035,Biological_process,vacuolar acidification
GO:0007040,Biological_process,lysosome organization
GO:0007041,Biological_process,lysosomal transport
GO:0007042,Biological_process,lysosomal lumen acidification
GO:0007043,Biological_process,cell-cell junction assembly
GO:0007049,Biological_process,cell cycle
GO:0007051,Biological_process,spindle organization
GO:0007052,Biological_process,mitotic spindle organization
GO:0007059,Biological_process,chromosome segregation
GO:0007060,Biological_process,male meiosis chromosome segregation
GO:0007062,Biological_process,sister chromatid cohesion
GO:0007063,Biological_process,regulation of sister chromatid cohesion
GO:0007064,Biological_process,mitotic sister chromatid cohesion
GO:0007076,Biological_process,mitotic chromosome condensation
GO:0007077,Biological_process,mitotic nuclear membrane disassembly
GO:0007078,Biological_process,lamin depolymerization
GO:0007079,Biological_process,mitotic chromosome movement towards spindle pole
GO:0007080,Biological_process,mitotic metaphase chromosome alignment
GO:0007084,Biological_process,mitotic nuclear membrane reassembly
GO:0007088,Biological_process,regulation of mitotic nuclear division
GO:0007091,Biological_process,metaphase/anaphase transition of mitotic cell cycle
GO:0007093,Biological_process,mitotic cell cycle checkpoint signaling
GO:0007094,Biological_process,mitotic spindle assembly checkpoint signaling
GO:0007095,Biological_process,mitotic G2 DNA damage checkpoint signaling
GO:0007096,Biological_process,regulation of exit from mitosis
GO:0007097,Biological_process,nuclear migration
GO:0007098,Biological_process,centrosome cycle
GO:0007099,Biological_process,centriole replication
GO:0007100,Biological_process,mitotic centrosome separation
GO:0007110,Biological_process,meiosis I cytokinesis
GO:0007111,Biological_process,meiosis II cytokinesis
GO:0007127,Biological_process,meiosis I
GO:0007129,Biological_process,homologous chromosome pairing at meiosis
GO:0007130,Biological_process,synaptonemal complex assembly
GO:0007131,Biological_process,reciprocal meiotic recombination
GO:0007140,Biological_process,male meiotic nuclear division
GO:0007141,Biological_process,male meiosis I
GO:0007143,Biological_process,female meiotic nuclear division
GO:0007144,Biological_process,female meiosis I
GO:0007147,Biological_process,female meiosis II
GO:0007154,Biological_process,cell communication
GO:0007155,Biological_process,cell adhesion
GO:0007156,Biological_process,homophilic cell adhesion via plasma membrane adhesion molecules
GO:0007157,Biological_process,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
